epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
192,12744.7,0.27963,0.99085,0.92208,0.90457,0.89017,0.94931,0.9085,0.32085,0.63656,0.92883,0.003697,0.003697,0.003697
193,12802.1,0.28125,0.98953,0.9244,0.90373,0.89037,0.94914,0.90851,0.32078,0.63734,0.92888,0.003664,0.003664,0.003664
194,12859.3,0.27808,0.98657,0.91792,0.90441,0.89005,0.94876,0.90817,0.32052,0.63848,0.92864,0.003631,0.003631,0.003631
195,12916.6,0.27657,0.97974,0.92052,0.90435,0.88987,0.94921,0.9082,0.32059,0.6394,0.92878,0.003598,0.003598,0.003598
196,12973.9,0.27984,0.98327,0.92388,0.90918,0.88597,0.94922,0.90799,0.32072,0.63958,0.92876,0.003565,0.003565,0.003565
197,13031.2,0.27981,0.9997,0.92058,0.90932,0.88583,0.94937,0.90864,0.32065,0.63952,0.92868,0.003532,0.003532,0.003532
198,13088.4,0.28121,0.97836,0.92302,0.90996,0.88544,0.94853,0.90789,0.32068,0.64028,0.92844,0.003499,0.003499,0.003499
199,13145.7,0.28144,0.9834,0.92375,0.90992,0.88514,0.94919,0.90809,0.32068,0.64096,0.92835,0.003466,0.003466,0.003466
200,13202.9,0.28015,0.98366,0.9247,0.9093,0.88522,0.94925,0.90814,0.32063,0.64168,0.92852,0.003433,0.003433,0.003433
201,13260.2,0.27991,0.98721,0.92025,0.90882,0.88529,0.94927,0.90801,0.32062,0.64229,0.92846,0.0034,0.0034,0.0034
202,13317.6,0.27506,0.973,0.91974,0.91018,0.88475,0.9492,0.90783,0.32076,0.64301,0.92863,0.003367,0.003367,0.003367
203,13374.9,0.27699,0.97713,0.91843,0.91086,0.88445,0.94942,0.90846,0.32065,0.64385,0.92855,0.003334,0.003334,0.003334
204,13432.3,0.27516,0.98138,0.92371,0.91098,0.88441,0.94932,0.90728,0.32059,0.64446,0.92848,0.003301,0.003301,0.003301
205,13489.6,0.27343,0.98602,0.92008,0.91017,0.8843,0.94772,0.90644,0.32051,0.64484,0.92837,0.003268,0.003268,0.003268
206,13547,0.27477,0.97651,0.91865,0.91048,0.88371,0.94769,0.90678,0.32051,0.64492,0.92865,0.003235,0.003235,0.003235
207,13604.5,0.27626,0.993,0.91535,0.91203,0.88348,0.94778,0.90605,0.32064,0.64463,0.9287,0.003202,0.003202,0.003202
208,13661.8,0.2767,0.97843,0.92012,0.9111,0.88371,0.94767,0.90646,0.32068,0.64447,0.92876,0.003169,0.003169,0.003169
209,13719.3,0.27872,0.98203,0.92152,0.91153,0.88372,0.94763,0.90698,0.32039,0.64458,0.9285,0.003136,0.003136,0.003136
210,13776.6,0.27784,0.97702,0.92209,0.91117,0.88382,0.94909,0.90805,0.32035,0.64558,0.92847,0.003103,0.003103,0.003103
211,13833.6,0.27514,0.96533,0.9222,0.91127,0.88319,0.94763,0.9065,0.32034,0.64618,0.92845,0.00307,0.00307,0.00307
212,13891,0.27469,0.97122,0.92177,0.91186,0.88284,0.94761,0.90751,0.32033,0.64804,0.92851,0.003037,0.003037,0.003037
213,13948,0.2697,0.96486,0.92144,0.91182,0.88279,0.9477,0.90722,0.32055,0.64841,0.92861,0.003004,0.003004,0.003004
214,14005.1,0.27283,0.96889,0.92042,0.9111,0.88274,0.94769,0.90754,0.32051,0.6486,0.92857,0.002971,0.002971,0.002971
215,14062.5,0.2735,0.97336,0.9232,0.91168,0.88181,0.94776,0.90759,0.32042,0.64895,0.92852,0.002938,0.002938,0.002938
216,14119.8,0.27364,0.97438,0.92049,0.91236,0.88146,0.94748,0.90695,0.32033,0.6504,0.9284,0.002905,0.002905,0.002905
217,14177.2,0.27183,0.98195,0.91822,0.91154,0.88156,0.9476,0.90737,0.32012,0.65083,0.92831,0.002872,0.002872,0.002872
218,14234.5,0.26789,0.96213,0.91593,0.91214,0.88129,0.94754,0.90698,0.32008,0.65017,0.92828,0.002839,0.002839,0.002839
219,14291.9,0.26572,0.97147,0.91826,0.90639,0.87851,0.94502,0.90482,0.32003,0.65036,0.92814,0.002806,0.002806,0.002806
220,14349.2,0.27174,0.96942,0.92051,0.90693,0.87833,0.94506,0.90509,0.32001,0.65037,0.92813,0.002773,0.002773,0.002773
221,14406.4,0.26417,1.14712,0.90857,0.90707,0.87846,0.94527,0.90641,0.31983,0.6506,0.92798,0.00274,0.00274,0.00274
222,14463.6,0.27254,0.98229,0.91747,0.90769,0.87818,0.94512,0.90638,0.31979,0.65117,0.92793,0.002707,0.002707,0.002707
223,14521,0.26341,0.96231,0.91262,0.90814,0.87791,0.94457,0.90566,0.31968,0.6513,0.92783,0.002674,0.002674,0.002674
224,14578.3,0.26617,0.96477,0.91449,0.90823,0.87789,0.94489,0.9061,0.31959,0.65192,0.92789,0.002641,0.002641,0.002641
225,14635.6,0.27186,0.97856,0.916,0.90919,0.87785,0.94497,0.90629,0.3196,0.65273,0.92807,0.002608,0.002608,0.002608
226,14692.8,0.26491,0.96515,0.91662,0.91014,0.87768,0.94439,0.90533,0.31965,0.65523,0.92794,0.002575,0.002575,0.002575
227,14750.1,0.2598,0.95744,0.9157,0.91026,0.87771,0.94449,0.90561,0.31933,0.65599,0.92747,0.002542,0.002542,0.002542
228,14807.3,0.26577,0.97745,0.91541,0.91058,0.87767,0.94453,0.90517,0.31936,0.65622,0.92738,0.002509,0.002509,0.002509
229,14864.6,0.2621,0.95528,0.91226,0.91258,0.87639,0.9446,0.90608,0.31942,0.65774,0.92741,0.002476,0.002476,0.002476
230,14921.8,0.26106,0.95169,0.91774,0.91245,0.87616,0.94472,0.90436,0.31933,0.6588,0.92741,0.002443,0.002443,0.002443
231,14979.1,0.25965,0.95218,0.91683,0.91259,0.87613,0.94457,0.90432,0.3195,0.65965,0.92761,0.00241,0.00241,0.00241
232,15036.3,0.26307,0.95785,0.91484,0.91276,0.87612,0.94466,0.9056,0.3196,0.66058,0.92756,0.002377,0.002377,0.002377
233,15093.5,0.25968,0.95484,0.91442,0.91369,0.87586,0.94461,0.90619,0.31967,0.6608,0.92753,0.002344,0.002344,0.002344
234,15150.7,0.25988,0.95621,0.9127,0.9138,0.87572,0.94452,0.90554,0.31962,0.66147,0.92753,0.002311,0.002311,0.002311
